ID	Taxonomy	Well1	Purity1	Count1	Well2	Purity2	Count2	Well3	Purity3	Count3	Well4	Purity4	Count4	Well5	Purity5	Count5
ASV_122	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter_daejeonensis	L1P24E5	100	823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_123	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Unassigned;Unassigned;Unassigned	L1P28F8	100	459	L1P09H10	97.09	367	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_124	Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned	L1P22C2	100	588	L1P20B7	100	24	L1P25D7	98.91	181	L1P02A5	76.56	147	NA	NA	NA
ASV_125	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Unassigned;Unassigned	L1P45D5	94.63	388	L1P22F11	51.15	422	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_126	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_icense	L1P21G3	100	369	L1P12D4	100	313	L1P22F4	100	95	L1P34A4	96.15	25	NA	NA	NA
ASV_127	Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;Unassigned	L1P12E7	100	481	L1P36B11	100	294	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_128	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola;Marmoricola_scoriae	L1P04G7	99.47	373	L1P04G9	99.25	265	L1P04A4	98.75	79	L1P34G8	98.74	157	NA	NA	NA
ASV_129	Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae;Actinotalea;Actinotalea_fermentans	L1P27A2	99.01	200	L1P05C9	97.67	544	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_130	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_subterraneum	L1P27F4	97.02	586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_131	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Unassigned	L1P24C5	100	697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_132	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;Ensifer_mexicanus	L1P03D10	100	657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_133	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Nocardioides_terrigena	L1P45C8	100	292	L1P21A7	100	83	L1P17H6	98.8	410	NA	NA	NA	NA	NA	NA
ASV_134	Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae;Cellulomonas;Cellulomonas_persica	L1P14G1	100	458	L1P45F11	100	203	L1P22H3	100	30	NA	NA	NA	NA	NA	NA
ASV_135	Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Unassigned	L1P05F10	99.84	640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_136	Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XII;Exiguobacterium;Exiguobacterium_indicum	L1P38G9	47.4	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_137	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas_natatoria	L1P42B5	100	288	L1P02B11	100	210	L1P45G10	52.25	116	NA	NA	NA	NA	NA	NA
ASV_138	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Unassigned	L1P24B4	100	451	L1P40A9	100	246	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_139	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Unassigned	L1P38D4	100	499	L1P21G12	59.65	204	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_140	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microcella;Microcella_putealis	L1P25E7	99.8	501	L1P39E12	66.57	233	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_141	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_hankookensis	L1P40H7	98.65	366	L1P27B11	92.72	382	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_142	Firmicutes;Bacilli;Bacillales;Planococcaceae;Unassigned;Unassigned	L1P30E8	100	710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_143	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unassigned	L1P04D7	100	712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_144	Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Ferrovibrio;Ferrovibrio_denitrificans	L1P08D8	99.73	750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_145	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Elstera;Elstera_litoralis	L1P43G1	100	412	L1P32B5	100	353	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_146	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Unassigned;Unassigned	L1P16G2	100	159	L1P38B4	100	154	L1P44H9	98.73	233	L1P01A6	95.65	22	L1P13B6	93.55	29
ASV_147	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;Microvirga_aerophila	L1P13E4	100	388	L1P23C11	99.75	401	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_148	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P23D5	99.73	731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_149	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium_xanthum	L1P10H2	96.62	257	L1P07D6	95.45	399	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_150	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P33F10	100	658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_151	Proteobacteria;Betaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P11F10	99.86	692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_152	Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus;Unassigned	L1P04C5	91.16	505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_153	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas;Unassigned	L1P24C2	99.85	647	L1P30A6	95.24	40	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_154	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Unassigned;Unassigned	L1P20B3	99.25	531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_155	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_vibrioides	L1P20C2	96.91	376	L1P02F7	92.39	255	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_156	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus_radiotolerans	L1P41F9	100	543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_158	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;Unassigned	L1P22A1	100	396	L1P24A4	100	170	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_159	Proteobacteria;Betaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P11E2	100	656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_160	Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Nonomuraea;Unassigned	L1P03E10	100	550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_161	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium;Curtobacterium_citreum	L1P33C9	93.56	494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_162	Actinobacteria;Actinobacteria;Acidimicrobiales;Unassigned;Unassigned;Unassigned	L1P23E9	100	344	L1P06C3	100	236	L1P18E1	100	31	NA	NA	NA	NA	NA	NA
ASV_163	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas;Dechloromonas_hortensis	L1P33G6	100	169	L1P22G7	99.03	408	L1P03H8	93.85	61	NA	NA	NA	NA	NA	NA
ASV_164	Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Unassigned;Unassigned	L1P30D7	100	616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_165	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Unassigned	L1P19E2	100	511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_166	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;Chitinimonas_taiwanensis	L1P08D12	100	346	L1P38A9	100	215	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_167	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P10C8	100	466	L1P44H12	98.97	96	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_168	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P27F7	100	542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_169	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Unassigned	L1P16D1	100	516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_170	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P28A6	100	477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_171	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus;Azonexus_fungiphilus	L1P36F2	99.79	483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_172	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus;Azonexus_hydrophilus	L1P20H1	100	527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_173	Proteobacteria;Betaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P09F4	100	493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_174	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Unassigned;Unassigned	L1P45C4	100	445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_175	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter_tepidarius	L1P38E3	100	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_176	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unassigned	L1P38H3	100	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_177	Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned	L1P10F10	99.38	484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_178	Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Ferrovibrio;Ferrovibrio_denitrificans	L1P19G2	99.78	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_179	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;Unassigned	L1P16C6	100	458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_180	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P37C9	98.85	516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_181	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P33G9	100	476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_182	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;Unassigned	L1P44C4	100	481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_183	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Unassigned	L1P17A5	99.26	268	L1P02D9	54.26	153	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_184	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_aestuarii	L1P42E7	100	441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_186	Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Nonomuraea;Nonomuraea_muscovyensis	L1P06A1	100	446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_187	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agromyces;Unassigned	L1P39B6	99.55	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_188	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus_ficus	L1P16G11	100	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_189	Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Unassigned;Unassigned	L1P21D10	100	450	L1P01F5	100	215	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_190	Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Fictibacillus;Unassigned	L1P09A5	100	169	L1P09A6	99.39	164	L1P01B4	81.07	137	NA	NA	NA	NA	NA	NA
ASV_191	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P29G12	100	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_192	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavihumibacter;Flavihumibacter_cheonanensis	L1P44C7	100	405	L1P24B2	91.53	54	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_193	Actinobacteria;Actinobacteria;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter_arvalis	L1P42H1	100	276	L1P45H5	91.75	189	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_194	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Unassigned;Unassigned	L1P31C2	100	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_195	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Unassigned	L1P08E7	50.75	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_196	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Unassigned	L1P19F2	98.06	456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_197	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Unassigned	L1P18G9	100	450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_198	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;Bosea_massiliensis	L1P16E4	91.89	385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_200	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Unassigned	L1P04G10	99.5	395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_201	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Unassigned;Reyranella;Reyranella_massiliensis	L1P06G3	99.81	516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_202	Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;Hyphomonas_polymorpha	L1P38F5	100	384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_204	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas;Dechloromonas_hortensis	L1P21C9	99.48	385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_205	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium;Uliginosibacterium_gangwonense	L1P44D12	100	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_206	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P25B3	99.73	367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_207	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Unassigned	L1P19H6	98.77	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_208	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Unassigned	L1P07E10	74.9	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_209	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P03D5	100	434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_210	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium;Microbacterium_hominis	L1P03F11	99.49	389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_212	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Unassigned	L1P34B10	100	333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_213	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;Unassigned	L1P15F5	100	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_214	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Lacibacter;Lacibacter_cauensis	L1P23G11	100	402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_215	Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium;Streptosporangium_album	L1P16G1	99.24	394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_216	Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae;Unassigned;Unassigned	L1P24A2	77.09	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_217	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_yantingensis	L1P42G5	97.84	362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_218	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Unassigned;Unassigned	L1P35H8	99.1	332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_219	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Unassigned;Unassigned	L1P02D2	100	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_220	Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora;Unassigned	L1P28E12	100	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_221	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter_neustonensis	L1P31G5	100	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_222	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agrococcus;Unassigned	L1P02C4	98.72	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_223	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium_halophytocola	L1P15D1	82.69	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_224	Actinobacteria;Actinobacteria;Actinomycetales;Demequinaceae;Demequina;Unassigned	L1P21G1	96.76	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_225	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Unassigned	L1P29H10	99.73	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_226	Proteobacteria;Betaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P11F1	100	327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_227	Proteobacteria;Alphaproteobacteria;Unassigned;Unassigned;Unassigned;Unassigned	L1P14H6	100	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_228	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;Unassigned	L1P39B8	100	101	L1P16A9	100	65	L1P15B12	98.32	117	NA	NA	NA	NA	NA	NA
ASV_229	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_nitratireducens	L1P43H4	88.47	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_230	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;Unassigned	L1P35G6	100	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_231	Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola;Marmoricola_aequoreus	L1P02H4	99.07	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_232	Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Catellatospora;Unassigned	L1P33C1	100	92	L1P04H6	98.53	269	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_233	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P18H11	98.94	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_234	Actinobacteria;Actinobacteria;Actinomycetales;Unassigned;Unassigned;Unassigned	L1P37B11	100	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_235	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas;Pleomorphomonas_diazotrophica	L1P38D3	70.39	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_236	Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium;Streptosporangium_album	L1P03C5	81	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_237	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P05F4	100	52	L1P45H1	100	20	L1P10H3	96.83	183	L1P01A1	96.49	55	NA	NA	NA
ASV_238	Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Unassigned;Unassigned	L1P15C12	100	188	L1P12F8	100	153	L1P03B4	100	62	NA	NA	NA	NA	NA	NA
ASV_239	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Unassigned	L1P03C6	71.96	308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_240	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Unassigned;Unassigned	L1P36F11	91.11	328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_241	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Unassigned	L1P15G10	99.66	291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_242	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Propionivibrio;Unassigned	L1P34G11	100	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_243	Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Ferrovibrio;Ferrovibrio_denitrificans	L1P01E5	99.72	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_244	Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium_fluoranthenivorans	L1P03G6	75.94	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_245	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_kaistensis	L1P16G9	100	318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_246	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_marcusii	L1P14H11	59.53	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_247	Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium;Unassigned	L1P04G4	52.07	252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_248	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum_irakense	L1P13C12	73.68	266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_250	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_sulfonivorans	L1P43A8	100	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_251	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Unassigned	L1P05B9	70.32	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_252	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_aerolata	L1P42F11	66.03	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_253	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unassigned;Unassigned	L1P35G9	98.25	281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_254	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Unassigned	L1P02D4	70.75	237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_256	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;Sandaracinobacter_sibiricus	L1P01C10	100	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_257	Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;Lysinibacillus_sphaericus	L1P36H4	91.04	244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
